Stacja ELF ELA7b20.08.2013 15:251 3 T: 13.9
33015	32763
33001	32715
32958	32737
32951	32782
32879	32757
32761	32714
32803	32788
32913	32878
32901	32834
32866	32783
32872	32835
32849	32871
32813	32855
32861	32891
32944	32911
32931	32875
32873	32881
32913	32883
32930	32843
32885	32845
32895	32888
32957	32850
32930	32797
32847	32859
32865	32937
32933	32915
32913	32934
32884	33004
32913	32956
32874	32842
32794	32867
32825	32955
32817	32919
32581	32831
32493	32860
32743	32903
32853	32865
32763	32879
32799	32907
32925	32889
32867	32909
32786	32965
32867	32950
32922	32881
32830	32851
32817	32874
32885	32880
32903	32930
32937	33007
32965	32995
32836	32891
32697	32874
32695	32935
32744	32929
32687	32913
32611	32999
32612	32941
32621	32733
32573	32709
32565	32838
32635	32805
32759	32756
32855	32882
32915	32950
32907	32842
32861	32797
32857	32881
32867	32882
32842	32787
32835	32860
32877	32888
32873	32853
32817	32767
32847	32753
32907	32743
32845	32757
32723	32821
32707	32799
32758	32703
32721	32701
32681	32747
32717	32688
32741	32623
32733	32702
32860	32795
32801	32754
32773	32702
32794	32694
32849	32665
32842	32692
32803	32819
32811	32847
32847	32754
32813	32739
32754	32803
32761	32767
32760	32710
32709	32739
32741	32757
32788	32693
32733	32722
32677	32855
32691	32874
32658	32860
32607	32741
32643	32749
32669	32723
32634	32723
32666	32773
32733	32772
32695	32708
32637	32708
32662	32767
32683	32757
32642	32739
32610	32751
32661	32737
32687	32733
32653	32783
32657	32810
32675	32727
32649	32669
32630	32705
32679	32707
32692	32637
32661	32645
32695	32732
32785	32783
32790	32812
32791	32873
32834	32850
32795	32742
32712	32725
32757	32860
32825	32805
32783	32742
32742	32773
32860	32809
32799	32739
32767	32733
32823	32808
32890	32795
32749	32726
32655	32743
32805	32801
32873	32767
32757	32729
32720	32803
32811	32837
32860	32791
32647	32833
32658	32877
32707	32849
32643	32869
32649	32919
32716	32865
32677	32801
32604	32870
32630	32935
32658	32875
32604	32773
32655	32717
32751	32661
32667	32642
32598	32705
32657	32726
32669	32686
32603	32697
