0137,-1
0039,0
0038,1
0132,1
0035,0
0034,1
0037,-1
0036,-1
0031,0
0030,0
0033,1
0032,0
0126,0
0131,1
0142,0
0175,1
0147,1
0149,1
0148,-1
0048,-1
0049,-1
0125,1
0124,0
0120,1
0040,0
0041,-1
0042,-1
0043,-1
0044,0
0045,1
0046,0
0047,0
0151,0
0112,-1
0113,0
0059,0
0058,0
0116,1
0117,0
0114,0
0115,1
0053,-1
0052,0
0051,1
0050,1
0057,-1
0056,-1
0055,1
0054,1
0158,0
0206,1
0207,1
0204,-1
0205,0
0202,-1
0203,1
0200,0
0159,0
0222,-1
0208,1
0209,1
0223,-1
0109,0
0108,-1
0105,0
0104,1
0107,0
0106,1
0101,1
0100,0
0103,1
0102,0
0211,0
0210,1
0198,0
0199,1
0215,1
0214,0
0217,-1
0216,1
0192,1
0193,-1
0190,0
0191,0
0196,0
0197,-1
0194,-1
0195,1
0178,0
0179,0
0170,1
0171,1
0172,-1
0173,1
0174,1
0110,0
0176,-1
0177,-1
0111,0
0185,1
0184,-1
0187,-1
0186,-1
0181,0
0180,0
0183,0
0182,-1
0189,0
0188,1
0201,1
0066,0
0067,1
0064,0
0065,1
0062,0
0063,1
0060,0
0061,0
0118,1
0068,1
0069,0
0169,0
0119,1
0000,1
0163,0
0162,-1
0161,0
0160,0
0167,1
0009,0
0165,0
0164,0
0071,-1
0070,1
0073,1
0072,-1
0075,1
0074,0
0077,0
0076,0
0079,-1
0078,-1
0017,0
0016,0
0015,1
0014,-1
0013,1
0012,-1
0011,1
0010,0
0019,0
0018,-1
0168,1
0150,-1
0213,1
0212,1
0088,0
0089,0
0084,1
0085,-1
0086,1
0087,1
0080,-1
0081,0
0082,1
0083,0
0022,1
0023,0
0020,0
0021,1
0026,0
0027,0
0024,0
0025,0
0220,0
0221,0
0028,1
0029,0
0224,-1
0225,-1
0166,-1
0219,0
0218,0
0156,1
0157,1
0154,1
0155,1
0152,1
0153,1
0099,-1
0098,0
0097,-1
0096,-1
0095,0
0094,0
0093,0
0092,0
0091,0
0090,0
